President/Vice President,Jill Stein / Ajamu Baraka,Pct 005,5,4
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 005,5,0
President/Vice President,Gary Johnson / Bill Weld,Pct 005,5,5
President/Vice President,Hillary Clinton / Tim Kaine,Pct 006,6,195
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 006,6,58
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 006,6,1
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 006,6,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 006,6,5
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 006,6,1
President/Vice President,Gary Johnson / Bill Weld,Pct 006,6,5
President/Vice President,Hillary Clinton / Tim Kaine,Pct 007,7,142
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 007,7,63
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 007,7,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 007,7,1
President/Vice President,Jill Stein / Ajamu Baraka,Pct 007,7,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 007,7,4
President/Vice President,Gary Johnson / Bill Weld,Pct 007,7,4
President/Vice President,Hillary Clinton / Tim Kaine,Pct 008,8,69
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 008,8,184
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 008,8,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 008,8,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 008,8,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 008,8,0
President/Vice President,Gary Johnson / Bill Weld,Pct 008,8,6
President/Vice President,Hillary Clinton / Tim Kaine,Pct 009,9,147
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 009,9,34
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 009,9,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 009,9,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 009,9,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 009,9,0
President/Vice President,Gary Johnson / Bill Weld,Pct 009,9,7
President/Vice President,Hillary Clinton / Tim Kaine,Pct 010,10,102
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 010,10,83
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 010,10,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 010,10,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 010,10,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 010,10,3
President/Vice President,Gary Johnson / Bill Weld,Pct 010,10,6
President/Vice President,Hillary Clinton / Tim Kaine,Pct 011,11,120
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 011,11,66
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 011,11,1
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 011,11,1
President/Vice President,Jill Stein / Ajamu Baraka,Pct 011,11,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 011,11,0
President/Vice President,Gary Johnson / Bill Weld,Pct 011,11,5
President/Vice President,Hillary Clinton / Tim Kaine,Pct 012,12,128
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 012,12,60
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 012,12,2
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 012,12,1
President/Vice President,Jill Stein / Ajamu Baraka,Pct 012,12,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 012,12,2
President/Vice President,Gary Johnson / Bill Weld,Pct 012,12,6
President/Vice President,Hillary Clinton / Tim Kaine,Pct 013,13,142
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 013,13,49
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 013,13,1
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 013,13,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 013,13,5
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 013,13,1
President/Vice President,Gary Johnson / Bill Weld,Pct 013,13,9
President/Vice President,Hillary Clinton / Tim Kaine,Pct 014,14,115
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 014,14,77
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 014,14,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 014,14,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 014,14,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 014,14,0
President/Vice President,Gary Johnson / Bill Weld,Pct 014,14,5
President/Vice President,Hillary Clinton / Tim Kaine,Pct 015,15,120
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 015,15,61
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 015,15,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 015,15,1
President/Vice President,Jill Stein / Ajamu Baraka,Pct 015,15,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 015,15,1
President/Vice President,Gary Johnson / Bill Weld,Pct 015,15,2
President/Vice President,Hillary Clinton / Tim Kaine,Pct 016,16,42
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 016,16,8
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 016,16,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 016,16,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 016,16,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 016,16,0
President/Vice President,Gary Johnson / Bill Weld,Pct 016,16,1
President/Vice President,Hillary Clinton / Tim Kaine,Pct 017,17,135
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 017,17,70
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 017,17,1
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 017,17,2
President/Vice President,Jill Stein / Ajamu Baraka,Pct 017,17,5
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 017,17,1
President/Vice President,Gary Johnson / Bill Weld,Pct 017,17,5
President/Vice President,Hillary Clinton / Tim Kaine,Pct 018,18,65
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 018,18,54
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 018,18,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 018,18,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 018,18,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 018,18,0
President/Vice President,Gary Johnson / Bill Weld,Pct 018,18,3
President/Vice President,Hillary Clinton / Tim Kaine,Pct 019,19,165
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 019,19,142
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 019,19,1
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 019,19,2
President/Vice President,Jill Stein / Ajamu Baraka,Pct 019,19,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 019,19,2
President/Vice President,Gary Johnson / Bill Weld,Pct 019,19,4
President/Vice President,Hillary Clinton / Tim Kaine,Pct 020,20,45
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 020,20,88
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 020,20,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 020,20,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 020,20,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 020,20,1
President/Vice President,Gary Johnson / Bill Weld,Pct 020,20,3
President/Vice President,Hillary Clinton / Tim Kaine,Pct 021,21,41
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 021,21,38
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 021,21,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 021,21,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 021,21,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 021,21,0
President/Vice President,Gary Johnson / Bill Weld,Pct 021,21,3
President/Vice President,Hillary Clinton / Tim Kaine,Pct 022,22,145
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 022,22,266
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 022,22,2
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 022,22,2
President/Vice President,Jill Stein / Ajamu Baraka,Pct 022,22,3
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 022,22,4
President/Vice President,Gary Johnson / Bill Weld,Pct 022,22,19
President/Vice President,Hillary Clinton / Tim Kaine,Pct 023,23,200
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 023,23,294
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 023,23,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 023,23,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 023,23,4
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 023,23,4
President/Vice President,Gary Johnson / Bill Weld,Pct 023,23,20
President/Vice President,Hillary Clinton / Tim Kaine,Pct 024,24,57
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 024,24,111
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 024,24,1
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 024,24,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 024,24,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 024,24,3
President/Vice President,Gary Johnson / Bill Weld,Pct 024,24,8
President/Vice President,Hillary Clinton / Tim Kaine,Pct 025,25,31
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 025,25,58
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 025,25,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 025,25,1
President/Vice President,Jill Stein / Ajamu Baraka,Pct 025,25,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 025,25,1
President/Vice President,Gary Johnson / Bill Weld,Pct 025,25,4
President/Vice President,Hillary Clinton / Tim Kaine,Pct 026,26,60
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 026,26,93
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 026,26,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 026,26,1
President/Vice President,Jill Stein / Ajamu Baraka,Pct 026,26,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 026,26,0
President/Vice President,Gary Johnson / Bill Weld,Pct 026,26,7
President/Vice President,Hillary Clinton / Tim Kaine,Pct 027,27,48
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 027,27,81
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 027,27,1
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 027,27,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 027,27,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 027,27,0
President/Vice President,Gary Johnson / Bill Weld,Pct 027,27,4
President/Vice President,Hillary Clinton / Tim Kaine,Pct 028,28,57
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 028,28,62
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 028,28,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 028,28,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 028,28,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 028,28,1
President/Vice President,Gary Johnson / Bill Weld,Pct 028,28,4
President/Vice President,Hillary Clinton / Tim Kaine,Pct 029,29,42
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 029,29,81
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 029,29,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 029,29,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 029,29,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 029,29,0
President/Vice President,Gary Johnson / Bill Weld,Pct 029,29,2
President/Vice President,Hillary Clinton / Tim Kaine,Pct 030,30,24
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 030,30,55
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 030,30,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 030,30,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 030,30,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 030,30,0
President/Vice President,Gary Johnson / Bill Weld,Pct 030,30,3
President/Vice President,Hillary Clinton / Tim Kaine,Pct 031,31,21
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 031,31,60
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 031,31,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 031,31,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 031,31,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 031,31,2
President/Vice President,Gary Johnson / Bill Weld,Pct 031,31,3
President/Vice President,Hillary Clinton / Tim Kaine,Pct 032,32,247
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 032,32,441
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 032,32,2
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 032,32,2
President/Vice President,Jill Stein / Ajamu Baraka,Pct 032,32,4
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 032,32,12
President/Vice President,Gary Johnson / Bill Weld,Pct 032,32,48
President/Vice President,Hillary Clinton / Tim Kaine,Pct 033,33,98
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 033,33,109
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 033,33,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 033,33,1
President/Vice President,Jill Stein / Ajamu Baraka,Pct 033,33,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 033,33,3
President/Vice President,Gary Johnson / Bill Weld,Pct 033,33,12
President/Vice President,Hillary Clinton / Tim Kaine,Pct 034,34,130
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 034,34,205
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 034,34,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 034,34,1
President/Vice President,Jill Stein / Ajamu Baraka,Pct 034,34,5
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 034,34,4
President/Vice President,Gary Johnson / Bill Weld,Pct 034,34,14
President/Vice President,Hillary Clinton / Tim Kaine,Pct 035,35,77
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 035,35,211
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 035,35,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 035,35,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 035,35,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 035,35,0
President/Vice President,Gary Johnson / Bill Weld,Pct 035,35,17
President/Vice President,Hillary Clinton / Tim Kaine,Pct 036,36,163
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 036,36,208
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 036,36,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 036,36,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 036,36,5
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 036,36,3
President/Vice President,Gary Johnson / Bill Weld,Pct 036,36,19
President/Vice President,Hillary Clinton / Tim Kaine,Pct 037,37,257
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 037,37,349
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 037,37,3
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 037,37,1
President/Vice President,Jill Stein / Ajamu Baraka,Pct 037,37,14
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 037,37,14
President/Vice President,Gary Johnson / Bill Weld,Pct 037,37,60
President/Vice President,Hillary Clinton / Tim Kaine,Pct 038,38,111
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 038,38,166
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 038,38,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 038,38,3
President/Vice President,Jill Stein / Ajamu Baraka,Pct 038,38,4
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 038,38,3
President/Vice President,Gary Johnson / Bill Weld,Pct 038,38,24
President/Vice President,Hillary Clinton / Tim Kaine,Pct 039,39,152
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 039,39,221
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 039,39,2
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 039,39,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 039,39,4
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 039,39,4
President/Vice President,Gary Johnson / Bill Weld,Pct 039,39,21
President/Vice President,Hillary Clinton / Tim Kaine,Pct 040,40,241
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 040,40,219
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 040,40,1
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 040,40,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 040,40,5
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 040,40,0
President/Vice President,Gary Johnson / Bill Weld,Pct 040,40,31
President/Vice President,Hillary Clinton / Tim Kaine,Pct 041,41,83
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 041,41,117
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 041,41,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 041,41,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 041,41,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 041,41,0
President/Vice President,Gary Johnson / Bill Weld,Pct 041,41,7
President/Vice President,Hillary Clinton / Tim Kaine,Pct 042,42,119
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 042,42,165
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 042,42,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 042,42,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 042,42,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 042,42,3
President/Vice President,Gary Johnson / Bill Weld,Pct 042,42,20
President/Vice President,Hillary Clinton / Tim Kaine,Pct 043,43,110
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 043,43,190
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 043,43,1
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 043,43,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 043,43,6
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 043,43,4
President/Vice President,Gary Johnson / Bill Weld,Pct 043,43,19
President/Vice President,Hillary Clinton / Tim Kaine,Pct 044,44,134
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 044,44,174
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 044,44,1
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 044,44,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 044,44,6
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 044,44,3
President/Vice President,Gary Johnson / Bill Weld,Pct 044,44,14
President/Vice President,Hillary Clinton / Tim Kaine,Pct 045,45,220
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 045,45,300
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 045,45,2
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 045,45,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 045,45,5
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 045,45,3
President/Vice President,Gary Johnson / Bill Weld,Pct 045,45,32
President/Vice President,Hillary Clinton / Tim Kaine,Pct 046,46,174
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 046,46,300
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 046,46,1
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 046,46,1
President/Vice President,Jill Stein / Ajamu Baraka,Pct 046,46,11
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 046,46,3
President/Vice President,Gary Johnson / Bill Weld,Pct 046,46,48
President/Vice President,Hillary Clinton / Tim Kaine,Pct 047,47,10
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 047,47,19
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 047,47,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 047,47,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 047,47,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 047,47,0
President/Vice President,Gary Johnson / Bill Weld,Pct 047,47,1
President/Vice President,Hillary Clinton / Tim Kaine,Pct 048,48,96
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 048,48,199
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 048,48,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 048,48,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 048,48,3
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 048,48,2
President/Vice President,Gary Johnson / Bill Weld,Pct 048,48,23
President/Vice President,Hillary Clinton / Tim Kaine,Pct 049,49,95
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 049,49,235
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 049,49,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 049,49,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 049,49,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 049,49,1
President/Vice President,Gary Johnson / Bill Weld,Pct 049,49,10
President/Vice President,Hillary Clinton / Tim Kaine,Pct 050,50,175
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 050,50,240
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 050,50,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 050,50,1
President/Vice President,Jill Stein / Ajamu Baraka,Pct 050,50,3
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 050,50,3
President/Vice President,Gary Johnson / Bill Weld,Pct 050,50,34
President/Vice President,Hillary Clinton / Tim Kaine,Pct 051,51,155
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 051,51,253
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 051,51,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 051,51,1
President/Vice President,Jill Stein / Ajamu Baraka,Pct 051,51,4
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 051,51,3
President/Vice President,Gary Johnson / Bill Weld,Pct 051,51,30
President/Vice President,Hillary Clinton / Tim Kaine,Pct 052,52,101
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 052,52,96
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 052,52,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 052,52,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 052,52,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 052,52,0
President/Vice President,Gary Johnson / Bill Weld,Pct 052,52,12
President/Vice President,Hillary Clinton / Tim Kaine,Pct 053,53,150
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 053,53,170
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 053,53,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 053,53,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 053,53,6
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 053,53,0
President/Vice President,Gary Johnson / Bill Weld,Pct 053,53,29
President/Vice President,Hillary Clinton / Tim Kaine,Pct 054,54,80
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 054,54,120
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 054,54,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 054,54,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 054,54,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 054,54,2
President/Vice President,Gary Johnson / Bill Weld,Pct 054,54,20
President/Vice President,Hillary Clinton / Tim Kaine,Pct 055,55,178
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 055,55,312
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 055,55,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 055,55,1
President/Vice President,Jill Stein / Ajamu Baraka,Pct 055,55,7
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 055,55,1
President/Vice President,Gary Johnson / Bill Weld,Pct 055,55,24
President/Vice President,Hillary Clinton / Tim Kaine,Pct 056,56,129
President/Vice President,Donald J. Trump / Michael R. Pence,Pct 056,56,182
President/Vice President,Alyson Kennedy / Osborne Hart,Pct 056,56,0
President/Vice President,Gloria Estela La Riva / Eugene Puryear,Pct 056,56,0
President/Vice President,Jill Stein / Ajamu Baraka,Pct 056,56,4
President/Vice President,Darrell L. Castle / Scott N. Bradley,Pct 056,56,2
President/Vice President,Gary Johnson / Bill Weld,Pct 056,56,24
President/Vice President,Hillary Clinton / Tim Kaine,Pct 057,57,71
